Positive,Neutral,Negative,Compound,numQuest,numChars,numPers
0,1,0,0,1,89,0
0,1,0,0,0,37,0
0,1,0,0,0,75,1
0,0.717,0.283,-0.7576,0,133,4
0.158,0.842,0,0.5229,0,112,0
0.274,0.726,0,0.5267,0,82,6
0,1,0,0,0,58,0
0.565,0.435,0,0.3818,0,24,0
0.35,0.65,0,0.8426,2,103,0
0.454,0.546,0,0.3595,0,27,0
0.203,0.797,0,0.4215,0,78,0
0,1,0,0,0,138,1
0.182,0.818,0,0.4404,0,77,2
0.333,0.667,0,0.6705,0,74,0
0,1,0,0,0,35,0
0.214,0.786,0,0.4754,0,99,1
0,0.667,0.333,-0.4574,0,50,0
0.188,0.578,0.235,-0.3871,0,134,0
0,0.828,0.172,-0.4019,1,76,1
0.171,0.829,0,0.4767,0,114,1
0.526,0.309,0.165,0.5423,0,42,0
0,0.488,0.512,-0.6369,0,33,0
0,0.834,0.166,-0.3802,0,80,0
0.237,0.636,0.127,0.2263,1,95,3
0,1,0,0,0,91,0
0,0.597,0.403,-0.7239,0,74,1
0,0.702,0.298,-0.6249,0,80,2
0.618,0.382,0,0.8658,0,53,0
0.156,0.469,0.375,-0.4215,0,62,0
0.655,0.345,0,0.6908,0,39,3
0,0.797,0.203,-0.4744,0,112,0
0,1,0,0,1,94,1
0.463,0.537,0,0.5334,0,34,0
0.318,0.682,0,0.8122,0,124,0
0.259,0.741,0,0.4215,1,72,1
0.227,0.702,0.07,0.6004,3,103,0
0.633,0.367,0,0.784,0,58,1
0.315,0.516,0.169,0.4782,0,88,2
0.213,0.787,0,0.6597,1,117,1
0.15,0.777,0.074,0.2382,0,138,1
0.123,0.877,0,0.4738,0,137,5
0,1,0,0,0,63,0
0.166,0.775,0.059,0.4404,0,138,2
0,1,0,0,0,78,0
0.164,0.667,0.17,-0.0258,0,74,0
0.293,0.707,0,0.4404,0,53,0
0.153,0.847,0,0.4404,0,87,2
0.341,0.659,0,0.8528,0,132,0
0,1,0,0,0,98,0
0.444,0.556,0,0.9149,0,114,1
0,1,0,0,0,45,1
0.143,0.857,0,0.3612,0,91,1
0.544,0.456,0,0.555,0,35,0
0,0.345,0.655,-0.5859,1,26,0
0,1,0,0,0,53,0
0.42,0.58,0,0.4404,0,40,3
0.134,0.366,0.5,-0.7196,0,61,0
0,0.81,0.19,-0.5449,0,100,1
0,1,0,0,0,159,1
0.152,0.783,0.065,0.4404,0,123,2
0,1,0,0,0,27,0
0,0.556,0.444,-0.1531,0,27,0
0.137,0.659,0.203,-0.296,0,96,2
0,1,0,0,0,29,0
0.148,0.657,0.196,-0.2212,0,100,0
0,1,0,0,0,54,1
0,1,0,0,0,84,0
0.32,0.454,0.227,0.347,0,64,2
0.679,0.321,0,0.4995,0,31,0
0,1,0,0,0,98,2
0.091,0.909,0,0.2023,0,117,1
0,0.909,0.091,-0.2755,0,128,3
0.108,0.72,0.172,-0.2846,0,101,0
0.255,0.745,0,0.7579,0,119,5
0,0.696,0.304,-0.5423,0,48,0
0.25,0.645,0.105,0.4215,0,73,0
0.365,0.498,0.137,0.5661,2,70,0
0,1,0,0,0,119,1
0.407,0.593,0,0.8225,0,103,3
0.266,0.734,0,0.6633,0,93,2
0.419,0.465,0.116,0.7584,0,101,3
0,1,0,0,2,66,0
0,1,0,0,0,56,1
0,0.694,0.306,-0.6083,0,69,0
0,1,0,0,0,62,0
0,1,0,0,0,67,4
0.373,0.627,0,0.8979,0,136,0
0.121,0.879,0,0.4404,1,123,0
0,0.707,0.293,-0.7152,0,78,1
0.124,0.876,0,0.4019,0,121,3
0.471,0.529,0,0.7378,0,54,1
0.258,0.742,0,0.1877,0,44,1
0,1,0,0,0,86,3
0,0.893,0.107,-0.1419,0,82,3
0.149,0.851,0,0.4664,0,137,1
0.508,0.333,0.158,0.6369,0,49,0
0,1,0,0,0,140,2
0.463,0.537,0,0.8807,0,94,2
0.182,0.705,0.113,0.2382,1,137,1
0.564,0.436,0,0.935,0,109,1
0.304,0.537,0.159,0.4199,0,130,0
0,1,0,0,1,71,4
0.315,0.685,0,0.3182,1,40,0
0.458,0.449,0.093,0.8176,0,81,0
0.362,0.638,0,0.5267,0,60,0
0,0.744,0.256,-0.4767,0,60,0
0,1,0,0,0,25,0
0,0.386,0.614,-0.2924,0,30,0
0.375,0.625,0,0.6597,0,85,6
0.219,0.781,0,0.6696,0,113,3
0.29,0.71,0,0.8002,0,140,3
0,1,0,0,0,60,1
0.554,0.446,0,0.7351,0,37,0
0,1,0,0,0,36,4
0.209,0.791,0,0.5707,0,89,3
0,0.567,0.433,-0.4688,0,40,0
0,0.351,0.649,-0.5719,0,26,0
0.524,0.476,0,0.6705,0,48,0
0,1,0,0,0,88,1
0.213,0.787,0,0.5574,0,108,2
0,1,0,0,0,86,1
0,0.897,0.103,-0.34,0,134,0
0.27,0.605,0.125,0.5562,0,117,8
0.138,0.862,0,0.4926,0,114,0
0.408,0.592,0,0.784,0,94,0
0.129,0.784,0.086,0.2732,0,125,1
0,0.748,0.252,-0.4019,0,49,1
0,1,0,0,0,103,1
0.137,0.863,0,0.5859,0,126,2
0,1,0,0,0,83,1
0,1,0,0,0,28,0
0.42,0.58,0,0.4404,0,33,0
0,1,0,0,0,52,3
0,0.693,0.307,-0.6114,0,66,0
0.242,0.545,0.212,0,0,138,1
0.211,0.672,0.117,0.2448,0,57,0
0.167,0.694,0.139,0.103,0,85,0
0.807,0.193,0,0.636,0,33,0
0.141,0.859,0,0.3182,0,138,9
0.135,0.557,0.309,-0.4134,0,90,0
0,0.719,0.281,-0.6908,0,73,4
0.092,0.669,0.238,-0.3612,1,137,2
0.158,0.584,0.258,-0.2942,0,63,0
0.397,0.603,0,0.7639,0,72,0
0.286,0.714,0,0.5574,0,69,1
0.134,0.866,0,0.4199,0,144,6
0.142,0.858,0,0.4545,0,114,3
0,1,0,0,0,49,0
0.204,0.623,0.173,0.2225,0,131,3
0.1,0.9,0,0.3716,1,138,0
0.22,0.379,0.402,-0.34,0,56,4
0,1,0,0,0,74,1
0.414,0.586,0,0.5473,0,49,2
0.259,0.741,0,0.5411,1,72,0
0.369,0.631,0,0.6892,0,68,0
0.34,0.66,0,0.5574,0,93,1
0.244,0.756,0,0.4404,0,77,3
0.464,0.536,0,0.8858,0,96,2
0.236,0.764,0,0.5267,0,82,4
0.141,0.859,0,0.3164,0,87,0
0.37,0.63,0,0.6476,0,62,0
0,1,0,0,0,34,1
0.155,0.845,0,0.4812,0,140,3
0.133,0.867,0,0.3182,0,100,3
0.42,0.58,0,0.4404,0,36,0
0.47,0.53,0,0.7959,0,73,3
0.403,0.597,0,0.4019,0,32,0
0.622,0.378,0,0.8497,0,53,0
0.318,0.682,0,0.7906,0,135,1
0,1,0,0,0,51,1
0.623,0.377,0,0.9216,2,70,0
0.673,0.327,0,0.8516,0,57,1
0.131,0.628,0.241,-0.6735,0,130,0
0.083,0.917,0,0.25,0,135,7
0.45,0.55,0,0.5994,0,55,0
0,1,0,0,0,44,0
0.375,0.625,0,0.5574,0,52,1
0.152,0.783,0.065,0.4404,0,121,2
0,0.652,0.348,-0.1531,0,32,0
0.638,0.362,0,0.8903,0,54,0
0,0.733,0.267,-0.2924,0,52,0
0,0.649,0.351,-0.5848,0,43,0
0.545,0.455,0,0.5562,0,34,0
0,1,0,0,0,75,0
0,1,0,0,0,40,0
0.172,0.828,0,0.4019,0,92,1
0.231,0.487,0.282,0.1923,0,54,0
0,0.896,0.104,-0.3235,0,130,0
0.352,0.567,0.081,0.8436,1,137,3
0,0.795,0.205,-0.4767,0,77,0
0.221,0.779,0,0.8039,0,135,0
0.669,0.331,0,0.8779,0,46,1
0.541,0.459,0,0.7088,0,43,0
0.409,0.476,0.114,0.7345,0,90,0
0.099,0.695,0.205,-0.2973,0,122,0
0.385,0.615,0,0.658,0,53,0
0.263,0.737,0,0.5081,0,74,2
0,1,0,0,0,109,5
0.073,0.927,0,0.1882,0,131,1
0,0.448,0.552,-0.5719,0,28,1
0.498,0.502,0,0.7156,0,46,0
0.384,0.616,0,0.8395,0,132,0
0.447,0.439,0.114,0.8445,0,111,2
0,0.476,0.524,-0.5106,0,36,0
0,0.732,0.268,-0.296,0,37,0
0.387,0.563,0.049,0.891,0,108,0
0.504,0.496,0,0.7263,0,52,0
0,1,0,0,0,108,2
0.457,0.543,0,0.7096,0,54,0
0.73,0.27,0,0.8957,0,58,0
0.508,0.384,0.108,0.9105,0,121,0
0.412,0.588,0,0.6369,0,42,0
0,1,0,0,0,83,2
0.583,0.417,0,0.4199,0,27,0
0,1,0,0,3,67,0
0.341,0.498,0.161,0.5053,0,75,0
0.148,0.852,0,0.3818,0,91,3
0.73,0.27,0,0.6597,0,26,0
0,0.905,0.095,-0.3412,0,129,3
0.203,0.58,0.217,-0.0516,1,62,2
0.1,0.778,0.122,-0.1027,0,89,2
0.317,0.683,0,0.6249,1,111,1
0.3,0.602,0.098,0.4003,0,79,3
0,0.789,0.211,-0.1531,0,45,0
0.216,0.507,0.277,0.4168,1,77,1
0.144,0.622,0.234,-0.2263,0,100,1
0.687,0.313,0,0.9245,0,87,0
0.291,0.53,0.18,0.3085,0,56,1
0.231,0.665,0.104,0.6122,0,131,0
0.687,0.313,0,0.2942,0,23,0
0,1,0,0,0,39,0
0.367,0.633,0,0.4404,0,43,0
0.561,0.439,0,0.7506,0,50,0
0,0.711,0.289,-0.4314,2,47,0
0.443,0.486,0.071,0.8561,0,91,0
0,1,0,0,0,71,4
0,0.872,0.128,-0.4753,0,111,1
0,0.461,0.539,-0.6883,0,35,0
0,0.708,0.292,-0.5106,0,59,0
0,1,0,0,0,52,0
0,1,0,0,0,67,3
0.314,0.686,0,0.6705,0,90,4
0.248,0.752,0,0.7639,0,134,1
0.511,0.489,0,0.8885,0,88,1
0.608,0.392,0,0.7351,0,45,0
0,0.835,0.165,-0.5214,0,109,0
0,0.723,0.277,-0.3182,0,46,1
0.213,0.787,0,0.4019,0,73,1
0.053,0.81,0.137,-0.4753,0,113,2
0.223,0.609,0.169,0.2025,0,75,0
0,0.811,0.189,-0.2732,0,55,1
0.268,0.732,0,0.5093,0,60,0
0,0.691,0.309,-0.3987,0,51,0
0,1,0,0,0,60,0
0,1,0,0,0,76,0
0,1,0,0,0,53,0
0.345,0.655,0,0.7003,0,103,1
0,0.889,0.111,-0.4574,0,132,7
0,1,0,0,0,17,0
0,1,0,0,0,47,0
0.299,0.701,0,0.75,0,90,0
0.209,0.637,0.155,0.1511,0,55,0
0.537,0.463,0,0.5399,0,37,0
0.13,0.87,0,0.2023,0,68,0
0.311,0.488,0.202,0.1986,0,75,0
0.185,0.707,0.108,0.0772,0,136,3
0.14,0.638,0.222,-0.5118,0,121,1
0.151,0.591,0.258,-0.5073,0,132,3
0.175,0.333,0.492,-0.4215,0,56,0
0,1,0,0,0,25,1
0,0.915,0.085,-0.34,0,138,3
0.562,0.438,0,0.8398,0,67,0
0.439,0.561,0,0.8381,0,113,0
0,1,0,0,1,26,0
0.523,0.477,0,0.6588,0,39,0
0.489,0.511,0,0.6988,0,44,0
0.506,0.494,0,0.9231,0,105,2
0.134,0.866,0,0.4201,0,125,3
0.408,0.592,0,0.8217,0,89,3
0.237,0.763,0,0.4199,0,72,2
0.1,0.68,0.22,-0.4588,0,138,2
0.259,0.675,0.066,0.7529,0,120,2
0.105,0.81,0.085,0.128,0,136,0
0,1,0,0,1,100,0
0.282,0.718,0,0.7096,0,98,0
0.649,0.351,0,0.5719,0,28,0
0.354,0.602,0.044,0.8953,0,136,1
0,1,0,0,0,45,0
0.636,0.364,0,0.7906,0,45,0
0.215,0.63,0.155,0.1098,0,122,3
0.09,0.656,0.254,-0.4588,0,64,0
0.347,0.653,0,0.4926,0,46,0
0.137,0.657,0.206,-0.3111,0,85,1
0.301,0.411,0.288,0.0343,0,35,3
0,1,0,0,0,76,3
0,1,0,0,0,34,1
0.261,0.652,0.087,0.4953,0,83,1
0.75,0.25,0,0.7184,0,25,0
0,0.667,0.333,-0.5423,0,62,0
0.334,0.484,0.182,0.6212,1,111,0
0,0.821,0.179,-0.5423,0,97,3
0.379,0.621,0,0.6696,0,79,1
0,1,0,0,0,23,0
0,0.804,0.196,-0.4898,0,83,1
0,1,0,0,0,71,0
0.089,0.771,0.14,-0.4215,0,138,0
0,1,0,0,0,65,0
0,1,0,0,0,50,5
0.097,0.903,0,0.2598,0,116,1
0.394,0.239,0.367,0.0857,0,44,3
0.106,0.824,0.069,0.2144,0,134,0
0,1,0,0,0,21,0
0.492,0.508,0,0.4404,1,31,0
0.085,0.915,0,0.0772,0,86,4
0.219,0.781,0,0.4738,0,74,0
0,1,0,0,0,44,0
0.231,0.769,0,0.2732,0,48,0
0.791,0.209,0,0.5826,0,23,0
0.4,0.6,0,0.8402,0,82,2
0,1,0,0,2,62,2
0.29,0.559,0.151,0.6428,0,86,0
0.318,0.682,0,0.8346,0,138,2
0.691,0.309,0,0.886,0,75,1
0.186,0.814,0,0.4926,1,91,0
0.311,0.622,0.067,0.7574,0,127,1
0,1,0,0,0,27,1
0,1,0,0,0,48,1
0,0.803,0.197,-0.4019,0,85,2
0.073,0.767,0.16,-0.5429,0,137,0
0.156,0.78,0.064,0.4019,0,131,0
0,0.874,0.126,-0.0772,0,60,1
0.855,0.145,0,0.7096,0,20,0
0.308,0.585,0.108,0.6705,0,135,2
0,0.385,0.615,-0.4926,0,33,0
0.244,0.627,0.129,0.4767,0,131,2
0,0.568,0.432,-0.886,0,134,2
0.333,0.667,0,0.3612,0,31,0
0,0.632,0.368,-0.5423,0,45,0
0,0.727,0.273,-0.5423,0,94,3
0.272,0.728,0,0.6696,0,98,4
0,1,0,0,0,137,0
0,0.821,0.179,-0.34,0,71,0
0,0.808,0.192,-0.3853,0,79,1
0.362,0.638,0,0.8176,0,117,0
0,0.833,0.167,-0.1531,0,49,0
0,0.509,0.491,-0.7019,0,48,0
0.596,0.404,0,0.7096,0,43,1
0,1,0,0,0,138,5
0,0.691,0.309,-0.555,0,64,0
0.209,0.791,0,0.6973,0,119,0
0.203,0.608,0.189,0.0516,0,79,2
0,1,0,0,0,106,1
0,0.892,0.108,-0.1779,0,99,2
0.356,0.466,0.178,0.6185,0,55,2
0.316,0.542,0.142,0.5948,0,112,2
0.165,0.722,0.113,0.2481,0,106,3
0.28,0.606,0.115,0.6341,3,134,0
0.303,0.606,0.091,0.7945,0,136,1
0.189,0.72,0.091,0.3786,0,123,0
0.304,0.513,0.183,0.508,0,118,2
0.231,0.769,0,0.4019,0,60,3
0,1,0,0,2,112,0
0.1,0.853,0.047,0.3011,0,136,1
0,0.806,0.194,-0.5538,0,129,2
0,0.811,0.189,-0.3239,0,85,0
0.095,0.905,0,0.25,0,117,0
0,1,0,0,1,88,0
0,1,0,0,1,63,0
0.206,0.465,0.329,-0.6351,0,90,0
0.574,0.426,0,0.7964,0,63,0
0,1,0,0,0,137,0
0,0.792,0.208,-0.2732,1,59,0
0.36,0.559,0.081,0.6705,0,81,3
0.6,0.4,0,0.4588,0,33,0
0.104,0.896,0,0.4199,0,136,1
0.116,0.884,0,0.4402,1,135,0
0,1,0,0,0,114,0
0,0.633,0.367,-0.7879,0,84,2
0.31,0.69,0,0.4019,0,52,3
0.082,0.781,0.137,-0.34,0,126,2
0,1,0,0,1,35,0
0.454,0.546,0,0.1695,0,33,0
0.145,0.855,0,0.2247,0,118,2
0.23,0.77,0,0.3382,0,65,0
0,0.652,0.348,-0.1531,0,37,3
0,0.833,0.167,-0.4215,0,116,4
0,1,0,0,0,54,0
0.304,0.696,0,0.4696,2,58,0
0.571,0.429,0,0.7906,0,59,0
0.355,0.555,0.09,0.6318,0,114,0
0,1,0,0,1,85,1
0,0.644,0.356,-0.5962,0,57,0
0.27,0.671,0.059,0.743,0,137,2
0.441,0.559,0,0.8256,0,109,4
0.623,0.377,0,0.5106,0,23,0
0.415,0.435,0.15,0.8669,3,136,6
0.33,0.519,0.151,0.5859,0,89,0
0.257,0.743,0,0.5859,0,81,1
0.129,0.871,0,0.4501,2,142,1
0.442,0.558,0,0.8976,0,114,2
0.122,0.724,0.155,0,0,137,3
0,0.662,0.338,-0.8257,0,109,0
0.359,0.641,0,0.4215,0,35,0
0.301,0.43,0.269,0.0772,0,37,0
0.225,0.775,0,0.4926,0,96,2
0,0.793,0.207,-0.5242,0,91,1
0.308,0.692,0,0.6996,0,86,2
0.3,0.7,0,0.8398,0,133,0
0.495,0.505,0,0.9291,0,114,3
0,1,0,0,0,52,4
0.542,0.458,0,0.851,0,63,1
0.47,0.53,0,0.7955,1,108,1
0.121,0.759,0.121,0,0,140,3
0.417,0.583,0,0.8346,0,83,0
0,1,0,0,1,135,4
0.091,0.787,0.122,-0.2023,0,143,0
0.096,0.904,0,0.2023,0,101,1
0.375,0.625,0,0.5574,0,47,0
0.108,0.892,0,0.3182,0,118,3
0.583,0.417,0,0.4199,0,22,0
0.263,0.685,0.051,0.714,0,105,0
0.32,0.621,0.058,0.7997,0,130,1
0,1,0,0,0,70,0
0.216,0.784,0,0.555,0,108,6
0.267,0.611,0.122,0.4402,0,64,0
0,1,0,0,1,38,0
0.225,0.775,0,0.4404,0,69,3
0.282,0.718,0,0.7424,0,95,1
0.257,0.617,0.127,0.6995,0,137,2
0,1,0,0,0,92,1
0,0.645,0.355,-0.5106,0,47,0
0,1,0,0,0,102,2
0,1,0,0,0,59,4
0.166,0.834,0,0.5256,0,106,1
0.354,0.646,0,0.5093,0,46,0
0,0.885,0.115,-0.0772,0,71,0
0,1,0,0,0,87,1
0,1,0,0,0,27,0
0,1,0,0,0,48,3
0.292,0.527,0.181,0.3566,0,70,14
0.139,0.762,0.099,0.2263,0,127,5
0.74,0.26,0,0.6908,0,29,0
0,1,0,0,0,70,0
0.495,0.505,0,0.7081,0,54,0
0,1,0,0,0,138,2
0.549,0.451,0,0.7256,0,51,0
0.486,0.514,0,0.8575,1,77,0
0.618,0.382,0,0.7964,0,48,0
0.354,0.646,0,0.5093,0,46,0
0.407,0.593,0,0.8221,0,97,1
0,0.567,0.433,-0.6249,0,67,0
0,1,0,0,0,27,0
0.217,0.783,0,0.6124,0,133,4
0,1,0,0,1,65,3
0,0.84,0.16,-0.3147,0,118,1
0,1,0,0,0,85,0
0.16,0.84,0,0.3971,1,94,0
0.444,0.556,0,0.5848,0,61,3
0,1,0,0,0,78,0
0.285,0.715,0,0.4926,0,57,1
0,1,0,0,0,64,0
0,1,0,0,0,97,0
0,1,0,0,1,76,1
0,1,0,0,1,64,0
0,1,0,0,0,41,1
0.3,0.7,0,0.4588,1,75,1
0,1,0,0,0,67,2
0.105,0.795,0.101,0.0243,0,132,4
0.203,0.797,0,0.6251,0,120,0
0,1,0,0,1,53,0
0.2,0.8,0,0.4588,0,79,2
0.184,0.816,0,0.4019,0,84,6
0,1,0,0,1,119,1
0,1,0,0,0,78,0
0,1,0,0,0,67,1
0,1,0,0,0,78,1
0.415,0.585,0,0.7959,0,73,0
0.561,0.439,0,0.75,0,42,0
0,1,0,0,0,131,2
0.227,0.773,0,0.4981,0,77,0
0.354,0.557,0.089,0.8244,0,101,4
0.407,0.504,0.09,0.8205,0,91,0
0.235,0.623,0.142,0.6224,0,108,1
0,1,0,0,0,104,0
0.245,0.755,0,0.4389,0,66,0
0.221,0.779,0,0.658,0,147,0
0,0.792,0.208,-0.2732,0,57,0
0,1,0,0,0,69,0
0,1,0,0,0,87,0
0,1,0,0,0,114,2
0.103,0.7,0.198,-0.3182,0,114,2
0.238,0.762,0,0.3612,0,54,1
0.38,0.62,0,0.8221,0,99,1
0,1,0,0,0,132,0
0.189,0.811,0,0.2732,0,59,0
0.302,0.698,0,0.6369,0,81,0
0,0.5,0.5,-0.6114,0,42,2
0,0.851,0.149,-0.4215,0,106,2
0,1,0,0,0,105,1
0,1,0,0,0,59,0
0,1,0,0,0,71,2
0.412,0.588,0,0.8439,0,96,1
0.242,0.758,0,0.4926,0,68,1
0.603,0.397,0,0.9285,0,83,1
0.202,0.709,0.089,0.4926,0,140,1
0.128,0.872,0,0.296,1,85,3
0.3,0.7,0,0.7177,0,100,0
0,0.556,0.444,-0.4926,0,42,0
0,1,0,0,0,127,1
0,1,0,0,0,53,1
0,1,0,0,0,69,1
0,0.901,0.099,-0.296,0,135,2
0.161,0.637,0.202,-0.4497,0,103,0
0,1,0,0,1,49,1
0.17,0.83,0,0.5707,0,125,5
0.196,0.748,0.057,0.5983,0,138,4
0.737,0.263,0,0.9042,0,54,0
0.353,0.647,0,0.5994,1,69,0
0.482,0.518,0,0.68,0,81,4
0,1,0,0,0,24,0
0.385,0.615,0,0.6124,0,65,1
0,1,0,0,0,54,0
0,0.565,0.435,-0.4738,0,37,0
0.192,0.808,0,0.4753,0,87,3
0,0.826,0.174,-0.6852,2,127,1
0,0.784,0.216,-0.296,0,58,0
0.551,0.449,0,0.8221,0,56,0
0.179,0.639,0.182,-0.0116,0,73,3
0.168,0.832,0,0.4648,0,113,3
0,1,0,0,1,23,2
0,1,0,0,0,113,2
0,1,0,0,0,66,0
0.176,0.609,0.215,-0.0516,0,137,0
0,1,0,0,1,68,1
0,1,0,0,0,45,1
0.646,0.354,0,0.8066,0,45,0
0,0.809,0.191,-0.4717,0,83,2
0,1,0,0,0,64,1
0,1,0,0,0,46,0
0,1,0,0,0,93,1
0.143,0.801,0.056,0.4912,0,115,1
0.482,0.518,0,0.4201,0,37,0
0.27,0.73,0,0.3802,0,50,0
0,1,0,0,1,133,1
0.139,0.861,0,0.4404,0,121,1
0.393,0.607,0,0.8658,0,116,1
0,1,0,0,1,76,1
0.328,0.672,0,0.6588,0,61,0
0,1,0,0,1,79,4
0.183,0.817,0,0.6688,0,122,0
0,0.701,0.299,-0.7506,1,102,0
0.267,0.473,0.26,0.015,0,49,1
0.379,0.621,0,0.7717,1,69,0
0.214,0.726,0.06,0.5574,0,113,2
0.422,0.578,0,0.7628,1,66,0
0.183,0.711,0.107,0.3147,0,86,3
0,1,0,0,0,61,1
0,1,0,0,0,31,0
0.787,0.213,0,0.8122,0,59,1
0,0.482,0.518,-0.5106,0,41,3
0.153,0.847,0,0.2023,0,77,0
0.144,0.856,0,0.4019,0,97,3
0,0.751,0.249,-0.5632,3,70,0
0.075,0.749,0.176,-0.3732,0,138,4
0.259,0.619,0.122,0.4159,1,132,3
0.113,0.887,0,0.3182,1,131,2
0.305,0.695,0,0.6588,0,70,0
0.048,0.835,0.117,-0.3923,0,130,0
0.209,0.791,0,0.615,0,113,5
0.152,0.848,0,0.5267,1,123,0
0.13,0.87,0,0.5093,0,137,4
0,0.707,0.293,-0.3595,0,41,0
0.172,0.828,0,0.3612,0,80,4
0.315,0.685,0,0.3182,0,47,2
0.384,0.616,0,0.3595,0,34,0
0,1,0,0,0,79,0
0,1,0,0,0,110,3
0,1,0,0,0,56,3
0,1,0,0,0,45,0
0,1,0,0,0,70,0
0.258,0.742,0,0.8066,0,146,2
0,1,0,0,0,47,2
0.42,0.58,0,0.8975,0,126,0
0.367,0.633,0,0.4404,0,41,1
0.746,0.254,0,0.914,0,44,2
0,0.925,0.075,-0.0772,0,115,1
0.319,0.467,0.214,-0.1491,0,59,0
0.259,0.664,0.077,0.6369,0,135,0
0.162,0.838,0,0.4019,0,96,0
0,1,0,0,0,41,0
0.214,0.786,0,0.5994,0,111,1
0,0.705,0.295,-0.7401,0,92,0
0,1,0,0,0,61,0
0.327,0.673,0,0.807,0,118,2
0,1,0,0,0,49,4
0.198,0.703,0.099,0.5242,0,119,6
0.424,0.576,0,0.4497,0,35,0
0.35,0.426,0.225,0.2617,0,65,1
0.127,0.873,0,0.4939,0,130,5
0.128,0.705,0.167,-0.2263,0,104,2
0,1,0,0,0,56,0
0.24,0.724,0.036,0.7331,1,138,0
0,1,0,0,1,54,0
0,1,0,0,0,36,0
0.105,0.713,0.182,-0.2632,0,121,3
0,0.851,0.149,-0.4215,1,84,0
0,1,0,0,0,137,0
0.314,0.571,0.114,0.5423,0,75,0
0.482,0.518,0,0.4199,0,31,0
0.256,0.457,0.288,-0.4019,0,95,1
0.132,0.868,0,0.4926,0,136,2
0.418,0.582,0,0.8016,0,79,2
0.206,0.458,0.336,-0.1779,0,58,0
0.149,0.851,0,0.5411,0,108,1
0.13,0.87,0,0.2382,0,87,5
0,1,0,0,0,21,0
0.268,0.732,0,0.6688,1,124,0
0,1,0,0,0,78,2
0.333,0.667,0,0.6114,0,67,2
0,0.732,0.268,-0.296,0,39,0
0,0.423,0.577,-0.6239,1,25,0
0,1,0,0,0,34,0
0,1,0,0,1,58,0
0,1,0,0,0,52,0
0,0.326,0.674,-0.908,0,60,1
0,1,0,0,0,41,0
0.369,0.565,0.066,0.8636,0,136,2
0.387,0.613,0,0.2244,0,34,0
0.461,0.539,0,0.729,1,35,0
0.362,0.638,0,0.6249,0,71,0
0.52,0.48,0,0.7579,0,44,0
0.384,0.616,0,0.6808,0,55,0
0.289,0.658,0.053,0.7494,0,102,0
0.444,0.556,0,0.4939,0,36,0
0.448,0.44,0.113,0.7964,0,79,3
0.139,0.861,0,0.4404,0,119,1
0,1,0,0,1,70,3
0,0.426,0.574,-0.8439,0,66,4
0.242,0.758,0,0.1511,0,45,0
0.233,0.575,0.192,0.3134,0,123,1
0,1,0,0,0,43,0
0,1,0,0,1,103,4
0,0.834,0.166,-0.2924,1,67,0
0.153,0.847,0,0.6513,3,138,0
0.293,0.707,0,0.4404,0,53,0
0.052,0.698,0.249,-0.802,0,136,3
0.119,0.881,0,0.4019,0,112,2
0.562,0.438,0,0.4318,0,34,0
0.163,0.837,0,0.6249,0,138,5
0.36,0.496,0.144,0.584,1,99,0
0,0.632,0.368,-0.5423,1,41,0
0,1,0,0,0,49,0
0,1,0,0,0,42,2
0.203,0.797,0,0.4215,0,74,0
0,1,0,0,0,22,0
0,1,0,0,0,37,0
0,0.313,0.687,-0.8679,0,46,0
0.5,0.5,0,0.6114,0,54,0
0.452,0.548,0,0.6269,0,41,0
0,1,0,0,0,41,0
0,0.846,0.154,-0.4767,1,105,0
0,1,0,0,0,64,2
0.16,0.84,0,0.5023,0,114,1
0,1,0,0,0,39,0
0.551,0.449,0,0.7301,2,42,1
0,1,0,0,0,32,0
0,0.686,0.314,-0.7824,1,97,2
0.402,0.424,0.174,0.4989,0,57,0
0,1,0,0,1,31,0
0.324,0.676,0,0.5141,0,66,0
0,1,0,0,0,23,1
0.444,0.556,0,0.4927,0,37,0
0,1,0,0,0,37,0
0,1,0,0,0,134,6
0.349,0.651,0,0.7887,0,100,0
0.102,0.646,0.252,-0.6597,0,136,2
0,1,0,0,0,57,0
0,1,0,0,0,67,3
0.306,0.694,0,0.296,1,39,2
0.186,0.814,0,0.4926,0,95,0
0.316,0.609,0.074,0.7984,0,121,0
0.128,0.55,0.321,-0.743,0,125,4
0,0.896,0.104,-0.4215,0,138,1
0,1,0,0,0,34,0
0,1,0,0,1,30,0
0.367,0.401,0.232,0.1739,0,52,0
0.434,0.566,0,0.3182,0,22,0
0,0.61,0.39,-0.8906,0,107,0
0.554,0.446,0,0.7351,0,50,4
0,1,0,0,0,51,0
0.207,0.793,0,0.4344,0,69,0
0.38,0.62,0,0.696,0,85,1
0.564,0.436,0,0.5972,0,34,0
0,1,0,0,0,94,1
0.466,0.534,0,0.7269,0,76,2
0,1,0,0,0,138,2
0.175,0.825,0,0.5574,0,113,2
0.587,0.413,0,0.7964,0,55,0
0.172,0.828,0,0.3612,0,85,3
0,1,0,0,0,89,3
0.275,0.641,0.084,0.7153,0,137,0
0.207,0.735,0.059,0.6158,0,131,3
0.17,0.83,0,0.6239,0,134,4
0,1,0,0,1,29,0
0,1,0,0,0,71,3
0,1,0,0,0,39,0
0,0.952,0.048,-0.0516,0,133,0
0.137,0.863,0,0.4019,0,93,2
